shot_id,window_id,label_type,t_start,t_end,label_confidence,primary_evidence,secondary_evidence,excluded_from_validation,exclusion_reason,notes
11776,11776_CANDIDATE_002,UNLABELABLE,0.1997999949455263,0.21179999494552632,unlabelable,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,"missing critical independent diagnostics: D-alpha, NBI power, Thomson Te/ne profile gradients","Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent."
11776,11776_CANDIDATE_003,UNLABELABLE,0.2797999949455264,0.2917999949455264,unlabelable,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,"missing critical independent diagnostics: D-alpha, NBI power, Thomson Te/ne profile gradients","Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent."
11776,11776_CANDIDATE_004,UNLABELABLE,0.3277999949455265,0.3397999949455265,unlabelable,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,"missing critical independent diagnostics: D-alpha, NBI power, Thomson Te/ne profile gradients","Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent."
11776,11776_CANDIDATE_005,UNLABELABLE,0.3277999949455265,0.3397999949455265,unlabelable,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,"missing critical independent diagnostics: D-alpha, NBI power, Thomson Te/ne profile gradients","Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent."
11776,11776_CANDIDATE_006,UNLABELABLE,0.3447999949455265,0.3567999949455265,unlabelable,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,"missing critical independent diagnostics: D-alpha, NBI power, Thomson Te/ne profile gradients","Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent."
11776,11776_CANDIDATE_007,UNLABELABLE,0.38479999494552647,0.3967999949455265,unlabelable,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,"missing critical independent diagnostics: D-alpha, NBI power, Thomson Te/ne profile gradients","Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent."
11776,11776_CANDIDATE_008,UNLABELABLE,0.4057999949455265,0.4177999949455265,unlabelable,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,"missing critical independent diagnostics: D-alpha, NBI power, Thomson Te/ne profile gradients","Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent."
11941,11941_MANUAL_L_MODE_001,L_MODE,-0.0590000078,-0.00300000781,moderate,pre-transition baseline before earliest D-alpha sharp change,full diagnostic coverage available; label independent of UNNS score,False,,Conservative manual-edit label. Review D-alpha/profile/soft-X traces before final publication.
11941,11941_CANDIDATE_001,LH_TRANSITION,-0.0030000078082085,0.008999992191791501,moderate,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,False,,"Provisional independent physical label: earliest D-alpha sharp change in a full-profile-edge shot, with complete diagnostic coverage. Not assigned from m_edge_conf."
11941,11941_CANDIDATE_002,AMBIGUOUS,0.010999992191791598,0.0229999921917916,low,PROFILE_GRADIENT_CHANGE from profile_gradient_proxy,profile-gradient proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
11941,11941_CANDIDATE_003,AMBIGUOUS,0.0519999921917916,0.0639999921917916,low,PROFILE_GRADIENT_CHANGE from profile_gradient_proxy,profile-gradient proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
11941,11941_CANDIDATE_004,AMBIGUOUS,0.0929999921917916,0.1139999921917916,low,POWER_CONTEXT_CHANGE from nbi_proxy,NBI / power proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
11941,11941_CANDIDATE_005,AMBIGUOUS,0.1089999921917916,0.12099999219179161,low,PROFILE_GRADIENT_CHANGE from profile_gradient_proxy,profile-gradient proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
11941,11941_CANDIDATE_006,AMBIGUOUS,0.11599999219179169,0.1279999921917917,low,POWER_CONTEXT_CHANGE from nbi_proxy,NBI / power proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
11941,11941_CANDIDATE_007,AMBIGUOUS,0.1659999921917917,0.17799999219179172,low,POWER_CONTEXT_CHANGE from nbi_proxy,NBI / power proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
11941,11941_CANDIDATE_008,AMBIGUOUS,0.3679999921917919,0.3799999921917919,low,PROFILE_GRADIENT_CHANGE from profile_gradient_proxy,profile-gradient proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
11941,11941_CANDIDATE_009,AMBIGUOUS,0.3909999921917919,0.4109999921917919,low,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
11941,11941_CANDIDATE_010,AMBIGUOUS,0.3959999921917919,0.4079999921917919,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12007,12007_MANUAL_L_MODE_001,L_MODE,-0.0692000091,-0.00220000911,moderate,pre-transition baseline before earliest D-alpha sharp change,full diagnostic coverage available; label independent of UNNS score,False,,Conservative manual-edit label. Review D-alpha/profile/soft-X traces before final publication.
12007,12007_CANDIDATE_001,LH_TRANSITION,-0.0022000091075897003,0.0207999908924103,moderate,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,False,,"Provisional independent physical label: earliest D-alpha sharp change in a full-profile-edge shot, with complete diagnostic coverage. Not assigned from m_edge_conf."
12007,12007_CANDIDATE_002,AMBIGUOUS,-0.0012000091075897003,0.0107999908924103,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12007,12007_MANUAL_H_MODE_STABLE_001,H_MODE_STABLE,0.0357999909,0.0737999909,low,post-transition quiet interval before next major D-alpha/soft-X/profile marker,full diagnostic coverage available; requires manual confirmation of sustained edge-barrier behavior,False,,Low-confidence physical-window candidate; included for first-pass comparison only if reviewer accepts the quiet post-transition interval.
12007,12007_CANDIDATE_003,AMBIGUOUS,0.0797999908924104,0.09179999089241041,low,PROFILE_GRADIENT_CHANGE from profile_gradient_proxy,profile-gradient proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12007,12007_CANDIDATE_004,AMBIGUOUS,0.1007999908924104,0.11279999089241041,low,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12007,12007_CANDIDATE_005,AMBIGUOUS,0.1557999908924104,0.1677999908924104,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12007,12007_CANDIDATE_006,AMBIGUOUS,0.15979999089241048,0.1717999908924105,low,PROFILE_GRADIENT_CHANGE from profile_gradient_proxy,profile-gradient proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12007,12007_CANDIDATE_007,AMBIGUOUS,0.1777999908924105,0.1897999908924105,low,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12007,12007_CANDIDATE_008,AMBIGUOUS,0.1977999908924105,0.2177999908924105,low,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12007,12007_CANDIDATE_009,AMBIGUOUS,0.2937999908924106,0.3137999908924106,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12007,12007_CANDIDATE_010,AMBIGUOUS,0.2997999908924106,0.3117999908924106,low,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12017,12017_MANUAL_L_MODE_001,L_MODE,-0.0692000091,0.00979999089,moderate,pre-transition baseline before earliest D-alpha sharp change,full diagnostic coverage available; label independent of UNNS score,False,,Conservative manual-edit label. Review D-alpha/profile/soft-X traces before final publication.
12017,12017_CANDIDATE_001,LH_TRANSITION,0.009799990892410298,0.021799990892410297,moderate,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,False,,"Provisional independent physical label: earliest D-alpha sharp change in a full-profile-edge shot, with complete diagnostic coverage. Not assigned from m_edge_conf."
12017,12017_MANUAL_H_MODE_STABLE_001,H_MODE_STABLE,0.0367999909,0.0737999909,low,post-transition quiet interval before next major D-alpha/soft-X/profile marker,full diagnostic coverage available; requires manual confirmation of sustained edge-barrier behavior,False,,Low-confidence physical-window candidate; included for first-pass comparison only if reviewer accepts the quiet post-transition interval.
12017,12017_CANDIDATE_002,AMBIGUOUS,0.1107999908924104,0.12279999089241041,low,POWER_CONTEXT_CHANGE from nbi_proxy,NBI / power proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12017,12017_CANDIDATE_003,AMBIGUOUS,0.1707999908924105,0.2107999908924105,low,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12017,12017_CANDIDATE_004,AMBIGUOUS,0.3277999908924106,0.3397999908924106,low,PROFILE_GRADIENT_CHANGE from profile_gradient_proxy,profile-gradient proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12017,12017_CANDIDATE_005,AMBIGUOUS,0.3477999908924106,0.3597999908924106,low,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12017,12017_CANDIDATE_006,AMBIGUOUS,0.3497999908924106,0.3617999908924106,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12017,12017_CANDIDATE_007,AMBIGUOUS,0.3787999908924107,0.3997999908924107,low,PROFILE_GRADIENT_CHANGE from profile_gradient_proxy,profile-gradient proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12017,12017_CANDIDATE_008,AMBIGUOUS,0.3877999908924107,0.3997999908924107,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12017,12017_CANDIDATE_009,AMBIGUOUS,0.4027999908924107,0.4267999908924107,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12017,12017_CANDIDATE_010,AMBIGUOUS,0.4037999908924107,0.4267999908924107,low,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12046,12046_MANUAL_L_MODE_001,L_MODE,-0.0680000111,-0.00200001115,moderate,pre-transition baseline before earliest D-alpha sharp change,full diagnostic coverage available; label independent of UNNS score,False,,Conservative manual-edit label. Review D-alpha/profile/soft-X traces before final publication.
12046,12046_CANDIDATE_001,LH_TRANSITION,-0.0020000111460686002,0.019999988853931498,moderate,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,False,,"Provisional independent physical label: earliest D-alpha sharp change in a full-profile-edge shot, with complete diagnostic coverage. Not assigned from m_edge_conf."
12046,12046_CANDIDATE_002,AMBIGUOUS,-0.0010000111460686002,0.0109999888539314,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12046,12046_MANUAL_H_MODE_STABLE_001,H_MODE_STABLE,0.0349999889,0.172999989,low,post-transition quiet interval before next major D-alpha/soft-X/profile marker,full diagnostic coverage available; requires manual confirmation of sustained edge-barrier behavior,False,,Low-confidence physical-window candidate; included for first-pass comparison only if reviewer accepts the quiet post-transition interval.
12046,12046_CANDIDATE_003,AMBIGUOUS,0.1789999888539316,0.1909999888539316,low,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12046,12046_CANDIDATE_004,AMBIGUOUS,0.2059999888539316,0.2179999888539316,low,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12046,12046_CANDIDATE_005,AMBIGUOUS,0.22199998885393168,0.2339999888539317,low,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12046,12046_CANDIDATE_006,AMBIGUOUS,0.2369999888539317,0.2489999888539317,low,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12046,12046_CANDIDATE_007,AMBIGUOUS,0.26799998885393167,0.2799999888539317,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12046,12046_CANDIDATE_008,AMBIGUOUS,0.3019999888539317,0.3219999888539317,low,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12046,12046_CANDIDATE_009,AMBIGUOUS,0.3049999888539317,0.3169999888539317,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12046,12046_CANDIDATE_010,AMBIGUOUS,0.31799998885393177,0.3299999888539318,low,POWER_CONTEXT_CHANGE from nbi_proxy,NBI / power proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12055,12055_MANUAL_L_MODE_001,L_MODE,-0.0504000112,0.00559998876,moderate,pre-transition baseline before earliest D-alpha sharp change,full diagnostic coverage available; label independent of UNNS score,False,,Conservative manual-edit label. Review D-alpha/profile/soft-X traces before final publication.
12055,12055_CANDIDATE_001,AMBIGUOUS,-0.013400011241435899,-0.0014000112414358995,low,POWER_CONTEXT_CHANGE from nbi_proxy,NBI / power proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12055,12055_CANDIDATE_002,LH_TRANSITION,0.005599988758564,0.029599988758563997,moderate,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,False,,"Provisional independent physical label: earliest D-alpha sharp change in a full-profile-edge shot, with complete diagnostic coverage. Not assigned from m_edge_conf."
12055,12055_CANDIDATE_003,AMBIGUOUS,0.017599988758564,0.029599988758563997,low,POWER_CONTEXT_CHANGE from nbi_proxy,NBI / power proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12055,12055_CANDIDATE_004,AMBIGUOUS,0.035599988758564,0.047599988758564,low,POWER_CONTEXT_CHANGE from nbi_proxy,NBI / power proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12055,12055_MANUAL_H_MODE_STABLE_001,H_MODE_STABLE,0.0445999888,0.0985999888,low,post-transition quiet interval before next major D-alpha/soft-X/profile marker,full diagnostic coverage available; requires manual confirmation of sustained edge-barrier behavior,False,,Low-confidence physical-window candidate; included for first-pass comparison only if reviewer accepts the quiet post-transition interval.
12055,12055_CANDIDATE_005,AMBIGUOUS,0.1895999887585642,0.2095999887585642,low,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12055,12055_CANDIDATE_006,AMBIGUOUS,0.1985999887585642,0.2105999887585642,low,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12055,12055_CANDIDATE_007,AMBIGUOUS,0.1985999887585642,0.2105999887585642,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12055,12055_CANDIDATE_008,AMBIGUOUS,0.2205999887585642,0.23259998875856422,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12055,12055_CANDIDATE_009,AMBIGUOUS,0.22159998875856418,0.2335999887585642,low,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12055,12055_CANDIDATE_010,AMBIGUOUS,0.2795999887585643,0.2915999887585643,low,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12063,12063_MANUAL_L_MODE_001,L_MODE,-0.0680000111,-0.00200001115,moderate,pre-transition baseline before earliest D-alpha sharp change,full diagnostic coverage available; label independent of UNNS score,False,,Conservative manual-edit label. Review D-alpha/profile/soft-X traces before final publication.
12063,12063_CANDIDATE_001,LH_TRANSITION,-0.0020000111460686002,0.019999988853931498,moderate,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,False,,"Provisional independent physical label: earliest D-alpha sharp change in a full-profile-edge shot, with complete diagnostic coverage. Not assigned from m_edge_conf."
12063,12063_CANDIDATE_002,AMBIGUOUS,-0.0010000111460686002,0.0109999888539314,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12063,12063_MANUAL_H_MODE_STABLE_001,H_MODE_STABLE,0.0349999889,0.103999989,low,post-transition quiet interval before next major D-alpha/soft-X/profile marker,full diagnostic coverage available; requires manual confirmation of sustained edge-barrier behavior,False,,Low-confidence physical-window candidate; included for first-pass comparison only if reviewer accepts the quiet post-transition interval.
12063,12063_CANDIDATE_003,AMBIGUOUS,0.0399999888539315,0.0519999888539315,low,PROFILE_GRADIENT_CHANGE from profile_gradient_proxy,profile-gradient proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12063,12063_CANDIDATE_004,AMBIGUOUS,0.06699998885393149,0.0789999888539315,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12063,12063_CANDIDATE_005,AMBIGUOUS,0.1839999888539316,0.1959999888539316,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12063,12063_CANDIDATE_006,AMBIGUOUS,0.1839999888539316,0.1959999888539316,low,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12063,12063_CANDIDATE_007,AMBIGUOUS,0.2069999888539316,0.2289999888539316,low,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12063,12063_CANDIDATE_008,AMBIGUOUS,0.2339999888539317,0.2459999888539317,low,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12063,12063_CANDIDATE_009,AMBIGUOUS,0.2779999888539317,0.2979999888539317,low,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
12063,12063_CANDIDATE_010,AMBIGUOUS,0.2779999888539317,0.2899999888539317,low,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,True,physical marker requires manual interpretation before validation,Physical marker retained for review. Do not use as validation label unless a reviewer confirms the window from physical diagnostics.
